44.42	-30.34	-38.89
-57.06	-61.27	11.83
44.91	52.53	37.13
26.4	-58.53	-17.06
89.28	28.54	-66.33
23.46	-28.18	53.9
-72.91	-94.04	55.88
77.58	-93.17	-11.15
49.0	-85.32	3.65
74.51	43.2	74.61
47.49	40.22	59.95
-79.35	-92.56	-92.91
85.09	54.35	44.48
75.27	-5.4	88.32
-13.05	-28.62	27.24
69.58	-86.09	7.63
-17.64	77.23	-48.64
-68.78	58.0	17.09
69.01	69.86	84.49
82.02	52.37	7.41
-31.0	-57.83	-53.11
7.56	-8.83	34.01
66.52	67.99	65.45
-65.32	-10.91	-70.85
-53.53	26.36	-94.18
-20.1	97.08	46.49
61.06	-36.8	-85.08
-59.41	29.71	10.51
-99.75	-37.08	-5.86
-8.18	62.85	47.14
-98.38	68.83	28.0
-68.31	3.18	-32.41
68.33	-66.42	-87.68
-3.07	-84.54	25.78
15.13	73.68	29.29
-51.99	-20.09	32.19
-90.41	33.48	32.01
-84.55	-38.45	-33.15
13.63	77.49	-3.35
46.17	94.63	-28.61
-67.96	93.0	-49.46
72.23	88.16	-34.37
27.52	11.51	-30.59
10.42	13.51	-15.91
29.4	-80.41	-43.23
14.73	34.74	82.44
-6.1	54.87	-2.49
-56.46	-17.31	12.2
-69.46	7.01	86.92
-91.59	-17.29	39.64
-60.9	68.39	14.43
16.2	-79.5	27.57
-26.6	94.95	-15.1
-39.69	-19.84	73.64
-79.38	-40.93	-35.69
-47.08	-8.03	36.45
-88.55	-16.19	67.62
31.11	15.52	-7.29
-82.3	-61.42	85.41
55.01	46.96	-97.83
99.8	-54.64	-53.27
77.33	23.01	6.16
42.94	36.49	-59.99
-46.45	-0.24	0.4
-77.26	62.51	25.97
-62.98	-16.85	14.23
21.66	-66.7	11.65
48.4	19.65	-24.68
-29.55	86.3	-9.65
50.92	60.53	-34.58
-21.7	25.59	80.77
75.84	36.44	-34.41
67.83	-19.52	27.13
-1.54	57.09	23.62
-73.64	-36.6	59.79
7.91	-62.81	45.25
42.4	-80.0	-42.6
-28.5	11.56	38.88
2.08	10.4	85.4
-90.32	63.31	-35.12
31.84	-52.46	0.26
76.24	-0.96	78.56
90.79	-79.61	37.43
-25.48	-49.06	-13.74
-28.39	24.49	9.1
11.11	-97.74	20.76
-6.37	38.18	-74.21
-18.97	-82.63	-64.52
68.85	65.63	-57.75
42.72	82.77	-66.58
-64.11	-4.51	-47.36
-71.69	-37.74	-1.17
-82.34	1.32	-9.52
-57.58	14.26	-25.23
49.17	36.75	91.76
30.09	-76.47	46.21
33.47	93.29	-9.54
30.37	-46.4	65.07
89.88	-16.68	-97.05
-67.38	-50.21	16.53
-50.02	-96.2	84.98
-76.41	81.89	9.26
-96.3	-19.36	46.72
81.79	92.27	-68.54
-18.5	7.95	-99.94
70.81	25.85	-78.67
93.86	-38.36	-53.87
-65.87	-39.53	-66.24
13.17	-92.48	-3.17
-66.34	-6.95	82.0
-94.93	-35.41	8.96
37.36	-47.09	85.47
-85.97	35.66	-84.76
-77.34	-53.76	-99.06
31.25	-46.02	-43.69
-44.52	85.08	-21.9
-59.59	-15.6	93.77
-58.73	62.78	-36.97
7.93	71.23	23.53
-23.85	93.09	68.73
-64.9	-16.18	-72.1
-31.54	68.2	63.13
-39.68	-36.64	-81.8
-84.72	-37.57	28.28
-14.26	3.55	60.85
14.13	7.88	14.83
5.14	-1.37	-49.66
-53.57	9.42	19.12
89.49	-84.74	16.74
29.59	-29.33	-72.48
79.03	71.9	64.51
-68.73	70.56	-21.75
-86.96	-43.26	-57.3
44.66	23.18	31.81
44.57	99.91	76.41
-99.57	11.39	97.2
23.7	-26.33	-56.21
28.64	-30.05	-54.56
-25.52	-9.98	46.06
-30.11	-5.99	57.27
87.74	-76.27	-6.36
60.41	-98.94	52.55
-18.64	-33.51	-94.37
8.65	47.06	-81.37
19.74	-79.9	-58.0
16.89	42.05	41.27
-71.11	27.5	-90.74
-72.51	-28.15	-93.96
30.25	-23.83	52.48
39.78	-26.67	-56.69
64.66	96.18	9.01
-74.34	15.15	6.99
-56.26	-92.84	68.84
25.82	-10.54	16.68
17.91	28.99	-81.94
33.84	-52.1	-75.81
92.59	68.08	28.19
46.7	-87.96	36.0
-56.82	21.61	-54.84
50.85	-95.1	-74.6
69.11	57.69	-68.45
15.44	44.34	-12.69
22.25	-72.84	-35.25
-11.28	-88.92	-62.54
25.72	-27.37	-0.92
81.74	60.56	-94.93
62.52	-5.12	84.63
76.62	-22.9	-26.05
-99.21	-92.16	-73.28
-24.35	20.21	-31.92
-27.02	21.06	50.82
48.05	42.75	-31.02
-57.37	91.1	-34.11
54.79	-79.09	-65.67
51.48	20.71	-87.5
46.96	3.16	-73.36
-90.98	20.87	70.54
84.31	-27.95	63.01
-36.9	78.58	49.74
7.98	-68.27	-28.17
67.91	11.98	-79.03
18.7	-1.26	-88.09
-95.39	6.61	12.41
-10.28	-74.04	-14.29
62.72	-12.05	5.69
96.94	-6.28	47.16
-63.19	85.71	-64.67
55.78	-15.71	-47.29
-30.77	76.89	83.19
15.34	-22.81	-57.26
83.76	31.71	9.12
52.74	98.47	-34.78
-81.16	-14.98	-72.82
86.79	-11.02	-20.64
-78.01	-12.27	64.51
-84.7	-58.33	-37.93
-65.62	2.78	11.9
-61.48	-6.55	-22.97
-20.72	-1.45	-32.03
-12.59	18.16	80.9
2.11	24.33	53.02
33.01	-95.89	36.03
-7.99	45.24	96.63
31.62	-87.35	-94.05
67.24	71.04	-58.16
-13.25	16.12	8.53
-48.24	14.15	-91.63
-87.04	-91.31	-39.15
88.21	62.62	81.17
71.39	98.57	-92.36
-63.73	-55.76	8.65
16.93	24.62	-15.59
49.28	-91.35	-65.47
-2.51	3.94	-95.34
56.76	-33.4	20.08
90.7	60.21	-2.74
-10.0	58.52	-76.26
-8.05	45.35	64.05
-58.22	-34.58	98.02
86.35	86.24	96.33
-45.81	-69.25	-92.75
-26.85	53.26	-91.27
83.29	-36.21	28.48
-49.73	-14.78	62.07
0.45	4.88	-2.38
-61.83	3.0	-14.14
-48.37	-20.89	-0.6
89.53	-45.02	-90.67
-12.88	76.88	-23.14
-63.84	26.75	53.79
-37.23	-70.02	97.13
94.4	-75.95	80.5
39.47	66.79	88.36
64.43	9.33	83.38
-55.68	-45.11	65.86
47.72	-91.3	96.27
-93.32	-49.3	-44.77
-5.55	59.59	25.88
27.96	-13.01	66.48
24.54	-41.4	16.68
-67.12	-67.85	-78.69
-55.88	67.79	82.38
-26.35	83.46	-81.08
-19.39	-90.38	-49.46
36.87	6.9	29.0
11.2	-31.45	-55.66
-45.33	7.4	-62.24
49.79	20.11	2.11
-91.27	-47.95	-31.6
74.68	11.3	-56.63
-48.38	-83.89	19.75
-37.42	88.28	-10.88
1.23	-4.7	-26.26
94.74	64.28	0.14
-95.07	-47.56	43.39
30.95	4.46	-56.53
1.64	-44.85	-86.74
-60.5	-90.81	73.3
-50.17	-88.03	14.04
-78.33	-32.12	-49.81
-23.4	82.01	85.97
51.81	88.75	52.27
48.08	-81.26	-17.68
-78.18	-50.58	-77.95
-67.17	-23.86	-19.48
14.74	64.87	71.88
5.8	-40.03	80.71
44.54	60.0	9.28
-88.0	-43.74	-92.35
32.81	-58.98	54.76
9.01	51.33	-87.43
17.33	-55.77	-25.51
71.23	75.84	85.06
-18.44	-47.79	51.01
-58.08	79.2	-34.22
-99.48	37.93	6.13
-20.37	97.97	-11.88
38.99	48.15	18.38
50.23	53.02	75.57
-97.08	68.06	-22.39
-12.43	88.69	46.96
6.49	90.05	-63.27
-21.4	38.2	-92.54
-79.29	-13.66	-72.7
61.36	1.32	-10.01
62.59	6.71	22.79
-93.83	90.14	71.0
93.68	-34.81	49.85
-42.84	-14.14	-70.78
55.16	67.34	-27.09
41.52	-47.69	81.84
-31.65	11.87	-13.53
-72.58	-98.79	-33.97
1.01	-47.4	-53.62
-7.03	-22.13	59.38
58.44	-79.36	-88.85
-85.41	27.1	92.87
99.7	61.03	-72.49
54.25	45.43	-94.01
28.39	-0.91	-79.72
77.7	-66.44	61.9
65.88	-40.7	-63.78
80.86	52.14	-56.49
8.21	60.19	-4.39
98.82	-37.81	61.51
-33.45	2.96	-75.55
-40.63	-81.04	91.25
-93.63	-56.77	29.84
-41.24	43.03	-8.79
86.68	30.95	-52.1
14.82	91.2	24.51
-37.44	-86.05	-72.9
-70.59	-90.62	76.72
43.48	-75.47	86.34
94.57	94.89	96.92
53.97	45.53	95.62
-66.6	16.27	-15.16
-26.93	89.55	-86.15
-61.6	-94.72	-67.91
7.4	-87.6	60.95
26.31	-59.44	-51.15
52.03	-70.37	-64.24
9.72	-5.15	-25.91
19.38	-14.22	-99.12
83.13	-35.86	75.92
-78.02	-98.87	89.17
15.32	32.51	-85.91
-16.13	75.5	-42.47
6.06	-75.16	-33.66
32.6	71.85	51.38
-43.08	35.33	54.54
-4.0	27.72	84.33
-13.76	-53.04	52.44
-27.19	32.3	18.51
-98.3	81.22	25.92
49.76	-30.75	-38.75
-50.22	19.89	13.37
-88.83	-24.22	-33.88
46.87	-81.87	-17.92
-2.21	39.1	68.43
-62.8	-65.06	11.7
-16.01	94.93	-80.79
-50.21	-85.99	65.46
90.68	-46.04	-39.36
78.74	-35.74	-16.99
32.85	17.5	-99.83
63.13	-46.86	-23.34
-48.91	-86.57	-38.38
-57.97	-26.28	-14.55
-95.44	69.44	-41.86
-40.04	4.39	20.98
-29.79	5.47	-90.56
63.58	-48.63	-96.79
78.88	-13.33	7.44
46.79	21.87	14.6
-7.82	93.11	55.16
-54.15	-11.55	63.65
-19.23	-29.58	-15.85
86.32	-62.45	-78.8
60.29	44.51	-64.07
-98.07	91.47	46.23
52.19	-94.59	91.48
-73.25	-16.98	-3.91
-27.52	67.38	33.79
-66.4	-52.56	41.52
86.92	-13.84	98.55
-54.55	28.73	-82.31
69.38	70.32	-88.32
-77.32	17.53	-22.51
-83.6	-24.48	91.15
-49.2	73.28	94.99
-92.94	-8.4	-58.42
95.09	81.49	17.78
-38.54	-78.41	54.51
-14.88	16.97	-22.91
49.88	36.72	-37.7
-39.03	-8.09	-77.26
-88.43	44.96	94.58
-96.83	17.15	87.7
13.05	45.99	-57.77
-9.73	33.01	84.33
82.85	-3.47	25.86
-76.19	12.75	-39.4
-1.95	24.67	-20.43
93.02	41.74	-15.3
-82.28	97.98	44.56
73.28	20.65	-59.27
83.37	-61.92	44.18
71.52	-7.64	10.22
-32.47	82.77	-0.38
46.13	72.06	-59.87
57.35	-57.08	-74.08
-84.99	-78.03	-20.36
23.17	-51.77	-19.96
39.51	86.19	-98.48
79.56	95.51	-94.0
-51.39	79.33	93.4
-38.09	-51.66	50.27
58.96	47.69	0.16
46.01	-19.61	89.16
-2.46	60.06	-11.1
-26.95	-0.28	16.65
-31.88	-69.59	12.27
57.63	-91.58	-42.95
-50.1	-82.23	-4.13
-16.32	51.14	93.14
39.08	-29.36	-0.86
-77.47	85.76	56.4
-80.97	64.82	-57.68
70.48	4.53	-15.42
-87.68	75.55	-34.05
-69.5	-53.03	-5.23
-12.85	72.51	-47.82
-46.13	84.01	-51.0
82.52	47.22	99.79
92.25	44.37	-86.34
-40.34	-1.85	-91.44
64.95	52.23	-90.55
45.86	-57.98	-69.34
-5.67	31.05	79.32
85.44	11.62	44.58
-69.34	-50.99	24.17
-54.57	-56.86	71.58
-54.73	17.29	-65.47
-60.89	-46.99	-70.65
2.49	-46.51	56.89
2.32	-45.32	19.77
84.53	14.25	73.28
18.53	-33.75	15.89
-98.43	3.67	-37.86
26.31	81.69	-15.99
23.21	-25.43	-67.28
33.46	82.32	52.57
63.1	0.01	95.52
52.05	-65.59	15.76
6.17	1.72	54.73
56.73	-43.66	-50.56
69.01	54.6	85.04
-83.32	-19.23	42.81
23.03	14.6	-49.75
9.38	93.98	2.33
98.34	2.62	57.76
30.17	20.23	96.37
-41.41	-82.2	69.29
20.26	92.76	59.21
-11.57	-80.46	-35.57
-12.01	71.91	31.3
-5.75	-56.69	-16.58
-64.9	37.33	4.68
-94.27	-55.91	11.08
-28.99	-91.35	0.19
-58.78	20.75	49.87
1.93	-83.51	93.41
17.26	4.57	80.28
66.08	78.54	-33.95
-30.64	-10.83	-34.97
-15.51	-49.24	-12.04
-1.54	78.15	-61.11
10.63	42.14	71.18
-5.12	81.96	34.8
27.81	-11.53	16.69
61.34	-97.75	1.0
-10.95	-21.82	-0.67
58.82	87.0	-7.89
-68.33	-12.33	-64.16
88.83	44.5	-20.62
-39.15	38.63	88.3
30.47	52.46	-55.71
-16.36	-93.21	-97.24
-13.41	-66.2	-88.41
-74.3	51.91	43.92
-3.01	-96.19	30.38
-97.33	-14.36	-67.56
71.21	-93.99	-97.22
11.56	54.46	-37.44
61.34	-44.58	75.59
12.41	68.72	-68.84
-56.15	92.53	-21.52
67.55	72.45	69.45
-55.15	64.24	-16.94
-48.18	-73.35	57.92
90.07	-87.45	-4.82
-21.45	-76.14	66.44
73.85	55.85	20.09
-18.97	-63.29	32.99
46.47	-69.42	26.79
51.41	50.12	-83.08
8.11	27.93	19.7
19.57	72.19	91.65
82.61	-8.12	60.99
-99.85	73.96	31.4
94.68	51.17	1.37
-15.05	83.47	-90.54
-12.44	18.18	-45.22
96.63	89.92	-27.04
34.97	91.34	-16.99
-56.5	78.48	68.26
97.9	99.28	-91.91
-75.06	13.27	-11.88
34.69	-88.71	52.57
35.52	39.87	86.36
71.3	84.9	-79.8
-72.51	62.44	-64.07
27.35	7.54	-84.5
-19.88	74.93	3.71
72.37	-78.28	-46.46
-56.86	-35.6	-2.81
-1.01	-7.09	47.64
-5.72	-10.02	-55.12
-27.47	-42.14	41.87
-78.57	-12.12	-26.42
-39.53	34.37	-39.46
35.34	-16.9	-62.66
65.28	17.56	21.81
96.34	-21.14	-84.05
-44.97	22.75	-74.52
-13.85	47.84	95.91
61.58	87.24	93.48
69.95	69.12	70.22
-48.67	35.18	-55.72
-32.82	82.7	90.88
-41.25	-31.14	8.96
-73.0	-53.1	18.18
80.78	-44.03	-49.87
59.93	-54.27	-63.06
52.19	-17.66	-97.0
-23.38	42.12	17.65
-56.41	52.22	-17.21
22.24	49.37	-53.55
-79.53	98.33	-30.3
-67.56	85.99	-99.55
21.12	55.04	40.67
99.17	28.51	-17.86
-17.54	-60.02	47.8
-71.22	-16.74	-18.84
-3.2	99.75	54.02
72.49	31.95	74.57
-30.13	-76.96	-76.33
-19.56	27.76	-20.97
61.43	-13.96	87.39
-75.92	-97.03	-43.83
57.37	-62.93	71.41
-77.27	37.98	58.94
-47.73	85.27	-30.27
-19.82	98.03	-97.98
79.94	-85.01	55.29
65.2	84.15	26.89
37.64	27.7	-70.24
81.87	-88.42	-30.63
-49.52	67.71	82.33
71.96	17.84	29.76
-37.67	-39.82	-70.79
83.48	0.66	59.51
16.01	17.24	2.61
-47.01	-20.52	-81.33
86.6	-49.62	97.67
28.36	-48.38	15.48
9.53	23.01	35.95
33.48	91.74	56.3
-3.41	-61.66	-12.89
-47.77	-93.46	-67.99
85.38	75.19	37.36
24.04	-49.31	32.97
41.4	-72.72	-71.47
-77.58	-75.02	36.99
-50.98	55.39	85.46
4.84	-63.3	-97.14
24.84	65.65	34.95
-75.53	38.72	-37.72
40.42	97.27	36.25
-63.8	-96.89	-32.28
-97.77	6.66	-5.7
38.14	49.32	-44.04
18.69	-42.31	49.78
-90.01	58.13	-36.38
81.39	21.5	58.39
-38.37	41.46	11.18
-22.34	-44.94	94.92
-84.56	-12.46	-53.85
-30.42	88.38	44.19
92.64	21.41	75.23
-44.99	-87.55	-88.73
-42.18	45.61	-47.18
-53.9	94.48	22.45
66.96	-9.04	9.04
62.76	-83.15	92.22
-3.72	92.23	-10.66
30.91	53.95	93.09
97.52	-15.69	72.19
-61.44	59.01	57.66
-90.76	98.34	-93.03
40.92	67.72	-97.56
-70.31	89.82	70.31
-97.91	65.66	-88.92
-99.58	-65.44	41.69
-50.09	-76.5	-44.81
-58.59	-39.95	-88.64
-20.1	-52.45	92.73
19.08	-79.71	57.29
-83.2	-16.96	-15.32
92.55	82.84	76.54
29.36	-8.52	-32.04
-12.17	54.8	3.74
-99.16	-38.78	6.03
-86.17	96.51	-59.16
-61.26	37.08	85.63
-25.63	-67.91	96.1
-88.52	29.99	1.95
-49.52	50.31	66.25
-30.21	-74.93	-15.37
57.62	-17.25	8.9
-36.56	-84.26	-2.47
18.91	8.47	-69.83
-50.3	-68.84	67.62
29.13	-27.65	22.2
89.8	33.26	81.5
51.95	-12.79	-90.56
87.22	-18.89	-87.95
-64.09	-37.19	-94.38
-35.29	-59.75	74.01
-71.54	-48.15	-29.84
65.06	-25.5	-56.59
76.67	15.41	-1.15
83.79	26.15	49.96
-40.19	47.6	63.08
89.83	-5.27	78.01
-16.25	75.22	46.88
94.09	-30.02	-82.48
-89.35	51.68	-35.84
18.62	-73.65	44.92
96.73	59.69	-4.96
-9.54	-32.85	62.39
5.89	14.17	-53.86
-92.52	-52.83	2.91
-88.4	12.24	19.13
-55.1	-23.26	-19.67
-93.43	-20.53	-73.52
62.86	28.59	-13.48
-48.49	-94.21	14.76
54.48	14.07	-19.38
40.8	-70.89	99.27
43.01	-80.36	54.45
67.92	-81.49	-52.67
13.17	94.92	-33.67
46.62	-35.53	23.41
-43.84	99.5	-94.52
3.4	17.86	64.38
-17.43	-93.5	18.12
89.58	-38.7	43.68
-29.59	-96.8	-47.63
-76.22	-73.77	65.97
-38.85	70.92	-77.09
48.0	-7.68	-44.27
-80.28	28.51	-32.98
38.93	27.56	-63.21
17.76	47.23	-77.64
-47.26	-78.81	35.38
-26.96	58.58	-35.28
-48.27	80.09	28.67
94.55	82.72	-36.43
18.71	-53.35	-76.57
-96.94	10.13	36.9
71.54	73.84	-95.13
42.17	40.27	3.87
-27.84	-37.19	-36.21
24.01	1.53	99.15
-25.65	-60.39	46.14
-95.2	-55.17	72.94
-10.85	7.87	-41.92
16.94	94.47	-79.76
-5.45	-35.93	-28.35
81.9	-37.19	-41.78
80.81	-1.14	-90.92
-59.82	-51.91	-21.61
30.39	-92.43	15.74
-36.36	80.1	-81.69
64.7	-37.51	-26.18
-9.68	97.53	99.02
-38.83	83.75	-0.8
-52.02	-98.63	-7.11
13.58	-55.45	31.24
-82.6	-84.06	-43.35
-16.4	-17.93	-0.32
62.27	62.06	-62.21
-61.87	21.56	92.4
-50.27	-66.02	-19.95
-38.13	38.16	-48.19
35.23	26.04	-62.34
-68.52	-58.49	7.73
-32.78	-66.93	9.36
8.21	-1.41	96.48
-87.0	-78.02	85.21
-82.75	29.8	89.75
8.61	-59.55	-97.73
-85.25	-63.19	-53.69
-45.76	-5.69	-98.18
-79.97	86.82	88.31
42.56	54.46	-22.86
91.83	15.95	75.98
-24.6	-88.52	29.12
48.81	-46.59	-54.26
21.71	73.68	-19.7
62.48	32.88	-35.58
2.5	61.2	-89.04
-5.8	55.15	1.71
-47.95	18.62	-38.42
8.59	13.83	-38.62
-51.61	-8.69	80.26
20.55	-39.73	-91.31
73.55	-52.01	82.74
79.34	43.8	-69.44
16.8	-85.51	92.85
-9.95	-26.5	-99.23
81.07	99.96	73.93
-4.01	-12.91	-10.49
-1.77	99.91	-79.88
57.59	-25.66	44.09
-53.08	71.69	-35.47
86.14	33.62	-67.46
-18.55	-5.68	7.56
86.17	-67.54	58.5
40.4	10.89	31.95
67.98	96.82	20.39
23.05	12.98	48.46
30.32	-65.55	66.33
-22.58	-47.99	26.51
41.09	11.72	-77.89
41.55	-45.23	17.91
19.95	-47.91	32.44
-89.45	43.54	-50.87
73.83	6.49	-91.92
-16.77	-95.95	-46.22
-81.94	41.56	1.14
2.98	80.63	19.45
14.37	16.09	58.71
-67.98	13.04	-45.31
-49.7	32.02	62.99
14.86	83.86	-29.7
-86.28	-67.94	-43.85
98.03	23.83	91.09
55.51	81.67	-98.96
-81.14	-12.85	39.62
6.57	25.35	42.82
-9.02	-9.12	20.06
25.95	85.83	96.59
-16.21	83.0	-3.54
-68.21	70.56	23.93
-92.48	61.38	-24.92
-57.39	-32.33	-88.69
83.58	3.58	70.33
-73.98	49.8	72.45
54.96	-3.92	-14.8
90.69	61.68	-43.64
66.18	50.28	-98.5
-62.5	38.85	42.18
-63.11	43.48	-67.31
-31.67	-76.77	-45.81
-37.95	-66.48	10.96
86.24	37.52	98.87
-47.08	-55.87	50.52
-16.04	54.5	86.35
65.04	67.78	90.41
8.3	99.7	-91.68
91.41	15.37	-11.74
32.37	44.6	-93.72
-64.8	-52.08	-70.2
32.23	-25.37	-44.9
15.45	-61.98	-50.74
-93.52	50.09	80.61
9.25	20.93	88.65
-53.15	-97.01	-41.83
18.06	-3.69	26.82
-65.02	-62.41	96.23
37.21	-58.5	32.75
50.21	-49.16	-44.2
32.05	27.6	32.76
-3.75	53.95	-31.69
-69.33	-73.31	17.39
37.64	9.56	-88.07
-78.06	-67.37	65.02
6.75	-39.73	-33.71
-5.45	-8.7	95.71
54.93	95.39	33.66
-3.74	23.64	47.76
-15.67	-92.06	53.08
-45.79	-68.33	76.11
96.29	-1.84	92.92
17.79	36.89	29.17
-17.71	-35.87	11.58
-70.59	-24.16	-82.08
-77.7	-47.72	77.64
-87.7	-60.87	16.87
-28.79	-30.36	-21.57
73.86	19.88	-41.2
-55.79	-86.66	99.88
2.09	74.15	36.31
-61.62	-27.52	-35.92
-20.58	28.36	64.37
-51.92	59.4	9.79
-78.85	-94.43	-22.81
78.76	-9.01	-6.95
98.54	43.86	20.59
-74.54	56.21	-85.05
72.89	-8.69	88.42
-14.25	-71.17	-84.45
-14.47	-9.6	-98.06
-43.58	-19.02	93.7
-8.12	84.18	-0.22
-30.32	0.47	-39.14
81.43	48.74	76.67
-40.22	-61.35	-35.47
21.38	8.89	-15.04
-33.23	-55.42	49.25
-40.05	-20.86	59.54
-84.0	-34.62	77.62
-18.26	59.65	-31.8
-5.32	-38.01	-81.99
-27.77	-74.09	-39.74
27.07	65.16	-43.81
23.34	-77.49	24.44
15.59	-76.48	51.52
-42.85	-32.31	66.55
-68.08	3.23	40.31
-65.17	3.64	60.75
-28.47	26.95	16.76
51.6	-13.34	72.03
9.75	-24.92	43.79
36.16	-6.06	81.04
94.59	89.13	-91.12
94.55	30.47	3.53
-30.68	-45.7	-10.96
-39.47	93.26	-99.92
14.5	-82.79	-7.82
-75.07	0.13	42.05
-9.53	25.9	-94.0
-18.71	-75.77	-69.12
-92.27	-77.85	-38.85
92.57	-4.96	-12.87
89.83	0.83	96.41
-3.28	5.0	-79.78
53.36	-72.61	-63.19
88.92	75.15	81.75
55.29	-12.73	-36.0
7.47	5.66	24.27
28.71	-65.75	-38.82
55.5	-95.56	57.14
27.89	24.24	83.52
-13.19	-93.3	-41.35
28.43	61.81	66.44
57.75	-32.81	-43.68
93.66	-5.0	83.98
34.8	78.53	-20.91
13.98	-87.43	-69.65
58.04	-40.54	-88.41
6.1	-15.62	15.26
-81.67	-56.28	-96.47
9.79	-10.62	39.39
-21.64	-21.07	63.32
-32.21	67.24	67.56
-18.87	-66.59	93.62
72.77	-45.82	-20.05
25.49	-86.82	80.18
21.79	-73.46	-57.89
34.1	-74.05	-16.86
50.8	10.41	89.63
-27.78	-93.42	10.9
20.41	55.18	-65.85
74.52	32.47	-31.0
41.9	-86.29	-10.64
60.3	-47.35	46.89
27.55	-9.38	58.7
-61.08	-60.52	-38.07
67.94	-29.65	40.69
52.18	0.66	-44.09
-56.98	-33.42	-83.89
-16.61	96.18	-5.95
-21.3	-58.14	81.38
-85.6	-78.97	21.41
-19.25	-66.85	46.42
14.56	9.7	-29.99
8.53	16.81	19.54
83.98	54.64	-89.08
-74.22	-15.07	96.79
60.42	-2.53	38.67
-53.03	24.95	-63.46
-53.62	-29.55	-16.57
29.73	66.13	15.05
66.64	-18.63	26.69
70.26	48.19	-55.25
-26.91	-24.49	21.43
61.25	-16.09	-49.44
-19.54	25.62	22.26
-54.94	65.55	-86.08
-49.97	34.95	50.83
22.93	-61.47	-36.56
-60.71	-72.19	-71.02
98.16	-74.99	-31.34
48.68	-90.23	-86.33
-71.84	-93.91	55.93
7.48	-71.27	-53.99
40.33	-60.24	54.23
-31.02	-96.01	50.09
60.62	65.86	-16.23
69.78	6.93	-35.74
54.45	-98.92	93.24
-1.0	31.16	16.5
-17.69	64.81	-1.96
12.49	4.03	16.01
92.39	75.26	-69.18
-41.78	-24.96	-2.32
54.87	29.26	5.06
17.23	-68.66	-56.66
67.89	17.32	53.9
22.77	-80.04	75.84
-57.03	-93.13	0.03
98.32	70.2	-22.29
52.95	-69.0	76.29
